viagem_id,veiculo_id,motorista_id,geocerca_origem_id,geocerca_destino_id,data_inicio,data_fim_prevista,data_fim_real,status,distancia_km,peso_carga_kg,nota_fiscal
VIA-000148,VEI-0095,MOT-0111,GEO-0003,GEO-0032,2026-04-28 21:36:55.972034,2026-04-30 08:36:55.972034,2026-04-30 14:36:55.972034,concluida,1621,3402,NF-478654
VIA-000149,VEI-0145,MOT-0082,GEO-0007,GEO-0023,2026-04-28 21:35:41.468964,2026-04-30 01:35:41.468964,2026-04-30 06:35:41.468964,concluida,243,7930,NF-906697
VIA-000150,VEI-0086,MOT-0102,GEO-0007,GEO-0026,2026-04-28 21:39:06.507145,2026-04-29 09:39:06.507145,,em_transito,891,10874,NF-429990
VIA-000151,VEI-0098,MOT-0012,GEO-0007,GEO-0006,2026-04-28 21:39:06.926327,2026-04-29 05:39:06.926327,,atrasada,2411,35098,NF-351474
VIA-000152,VEI-0146,MOT-0113,GEO-0006,GEO-0035,2026-04-28 21:37:20.917673,2026-04-29 19:37:20.917673,2026-04-30 01:37:20.917673,concluida,930,18552,NF-360010
VIA-000153,VEI-0115,MOT-0110,GEO-0003,GEO-0008,2026-04-28 21:37:14.833235,2026-05-01 09:37:14.833235,2026-05-01 17:37:14.833235,concluida,1199,31651,NF-896812
VIA-000154,VEI-0063,MOT-0041,GEO-0001,GEO-0033,2026-04-28 21:39:18.478781,2026-04-29 09:39:18.478781,2026-04-29 12:39:18.478781,concluida,1627,20597,NF-994102
VIA-000155,VEI-0047,MOT-0037,GEO-0004,GEO-0030,2026-04-28 21:38:02.922838,2026-05-01 13:38:02.922838,,cancelada,1098,24746,NF-495021
VIA-000156,VEI-0044,MOT-0059,GEO-0004,GEO-0008,,2026-05-01 12:33:37.597125,,em_transito,190,37907,NF-372369
VIA-000157,VEI-0139,MOT-0087,GEO-0001,GEO-0027,2026-04-28 21:35:47.847208,2026-04-30 06:35:47.847208,2026-04-30 05:35:47.847208,concluida,1269,33844,NF-830454
VIA-000158,VEI-0009,MOT-0012,GEO-0005,GEO-0004,2026-04-28 21:34:20.020904,2026-04-30 21:34:20.020904,,cancelada,817,19042,NF-390288
VIA-000159,VEI-0107,MOT-0102,GEO-0008,GEO-0036,2026-04-28 21:34:07.729221,2026-05-01 08:34:07.729221,,atrasada,1285,35388,NF-396289
VIA-000160,VEI-0070,MOT-0034,GEO-0001,GEO-0007,2026-04-28 21:38:19.764712,2026-04-30 00:38:19.764712,2026-04-30 04:38:19.764712,concluida,2271,22565,NF-678024
VIA-000161,VEI-0051,MOT-0073,GEO-0001,GEO-0036,2026-04-28 21:35:40.313963,2026-04-29 11:35:40.313963,,em_transito,1261,26018,NF-544219
VIA-000162,VEI-0117,MOT-0016,GEO-0007,GEO-0029,2026-04-28 21:34:00.021710,2026-04-29 08:34:00.021710,,cancelada,1068,33459,NF-915648
VIA-000163,VEI-0016,MOT-0089,GEO-0007,GEO-0031,2026-04-28 21:38:19.221791,2026-04-30 09:38:19.221791,,em_transito,2452,14409,NF-289334
VIA-000164,VEI-0149,MOT-0002,GEO-0001,GEO-0034,2026-04-28 21:37:47.768661,2026-04-30 23:37:47.768661,2026-05-01 04:37:47.768661,concluida,1397,25524,NF-631252
VIA-000165,VEI-0020,MOT-0087,GEO-0005,GEO-0002,2026-04-28 21:39:30.236864,2026-05-01 18:39:30.236864,,cancelada,462,3808,NF-623645
VIA-000166,VEI-0047,MOT-0002,GEO-0004,GEO-0022,2026-04-28 21:36:33.534992,2026-04-29 21:36:33.534992,,cancelada,1140,3273,NF-565779
VIA-000167,VEI-0090,MOT-0044,GEO-0003,GEO-0019,2026-04-28 21:34:43.321985,2026-05-01 07:34:43.321985,,atrasada,2030,4521,NF-893749
VIA-000168,VEI-0024,MOT-0077,GEO-0003,GEO-0022,2026-04-28 21:37:01.437181,2026-04-30 23:37:01.437181,,em_transito,429,5154,NF-803288
VIA-000169,VEI-0140,MOT-0044,GEO-0008,GEO-0031,2026-04-28 21:38:44.243664,2026-05-01 14:38:44.243664,2026-05-01 15:38:44.243664,concluida,1473,34960,NF-481426
VIA-000170,VEI-0068,MOT-0009,GEO-0006,GEO-0026,2026-04-28 21:36:07.246420,2026-05-01 20:36:07.246420,,atrasada,1230,28095,NF-504616
VIA-000171,VEI-0112,MOT-0105,GEO-0006,GEO-0020,2026-04-28 21:38:06.676076,2026-05-01 19:38:06.676076,,em_transito,1833,7549,NF-393199
VIA-000172,VEI-0141,MOT-0077,GEO-0007,GEO-0028,2026-04-28 21:33:52.419470,2026-04-30 12:33:52.419470,2026-04-30 17:33:52.419470,concluida,2068,10943,NF-774388
VIA-000173,VEI-0122,MOT-0070,GEO-0008,GEO-0024,2026-04-28 21:35:28.636976,2026-05-01 21:35:28.636976,2026-05-02 05:35:28.636976,concluida,1627,27984,NF-255653
VIA-000174,VEI-0113,MOT-0030,GEO-0007,GEO-0037,2026-04-28 21:39:06.245563,2026-04-30 03:39:06.245563,,em_transito,1485,21261,NF-471359
VIA-000175,VEI-0071,MOT-0117,GEO-0001,GEO-0003,2026-04-28 21:34:02.149179,2026-04-29 16:34:02.149179,2026-04-29 15:34:02.149179,concluida,1560,4497,NF-764586
VIA-000176,VEI-0060,MOT-0020,GEO-0003,GEO-0008,2026-04-28 21:37:01.843590,2026-04-30 23:37:01.843590,2026-05-01 05:37:01.843590,concluida,1937,35264,NF-814885
VIA-000177,VEI-0066,MOT-0005,GEO-0006,GEO-0008,2026-04-28 21:38:40.144906,2026-05-01 15:38:40.144906,,em_transito,1861,26328,NF-893375
VIA-000178,VEI-0014,MOT-0110,GEO-0002,GEO-0032,2026-04-28 21:35:28.646054,2026-05-01 11:35:28.646054,,atrasada,821,34088,NF-696136
VIA-000179,VEI-0059,MOT-0018,GEO-0001,GEO-0020,2026-04-28 21:37:30.545064,2026-04-30 05:37:30.545064,,cancelada,2439,28056,NF-607055
VIA-000180,VEI-0117,MOT-0027,GEO-0005,GEO-0035,2026-04-28 21:39:10.339752,2026-05-01 02:39:10.339752,2026-05-01 04:39:10.339752,concluida,1435,30464,NF-145267
VIA-000181,VEI-0020,MOT-0024,GEO-0005,GEO-0030,2026-04-28 21:33:38.582617,2026-05-01 01:33:38.582617,,em_transito,1541,16899,NF-486015
VIA-000182,VEI-0131,MOT-0017,GEO-0001,GEO-0021,2026-04-28 21:34:19.923720,2026-04-29 23:34:19.923720,2026-04-29 21:34:19.923720,concluida,2067,36023,NF-487593
VIA-000183,VEI-0081,MOT-0115,GEO-0002,GEO-0034,2026-04-28 21:34:45.524843,2026-04-30 07:34:45.524843,2026-04-30 05:34:45.524843,concluida,1482,38954,NF-773294
VIA-000184,VEI-0080,MOT-0079,GEO-0007,GEO-0026,2026-04-28 21:38:13.118690,2026-05-01 19:38:13.118690,2026-05-02 02:38:13.118690,concluida,2435,30966,NF-802651
VIA-000185,VEI-0125,MOT-0002,GEO-0005,GEO-0008,2026-04-28 21:39:28.445534,2026-04-29 18:39:28.445534,,em_transito,2151,20440,NF-550715
VIA-000186,VEI-0037,MOT-0100,GEO-0001,GEO-0003,2026-04-28 21:34:30.377549,2026-05-01 08:34:30.377549,,atrasada,575,6668,NF-373604
VIA-000187,VEI-0033,MOT-0100,GEO-0007,GEO-0002,2026-04-28 21:38:30.891259,2026-04-30 11:38:30.891259,2026-04-30 09:38:30.891259,concluida,1894,29579,NF-608637
VIA-000188,VEI-0066,MOT-0117,GEO-0003,GEO-0019,2026-04-28 21:36:37.870515,2026-04-30 00:36:37.870515,,atrasada,2146,34323,NF-522581
VIA-000189,VEI-9999,MOT-0005,GEO-0005,GEO-0019,2026-04-28 21:34:51.437125,2026-04-29 04:34:51.437125,,atrasada,844,35807,NF-965468
VIA-000190,VEI-0078,MOT-0093,GEO-0008,GEO-0023,2026-04-28 21:37:55.585354,2026-04-30 11:37:55.585354,,atrasada,1656,5588,NF-619799
VIA-000191,VEI-0128,MOT-0110,GEO-0006,GEO-0027,2026-04-28 21:36:43.647668,2026-05-01 02:36:43.647668,2026-05-01 07:36:43.647668,concluida,1270,18759,NF-331361
VIA-000192,VEI-0076,MOT-0077,GEO-0002,GEO-0026,2026-04-28 21:36:19.817707,2026-04-29 02:36:19.817707,2026-04-29 04:36:19.817707,concluida,420,13586,NF-591279
VIA-000193,VEI-0144,MOT-0078,GEO-0001,GEO-0026,2026-04-28 21:33:56.046189,2026-04-30 05:33:56.046189,,em_transito,859,19452,NF-639178
VIA-000194,VEI-0081,MOT-0022,GEO-0001,GEO-0028,2026-04-28 21:33:49.872029,2026-04-29 12:33:49.872029,,atrasada,944,22514,NF-759109
VIA-000195,VEI-0067,MOT-0046,GEO-0006,GEO-0030,2026-04-28 21:39:17.171438,2026-04-29 08:39:17.171438,,atrasada,669,21184,NF-285429
VIA-000196,VEI-0027,MOT-0081,GEO-0003,GEO-0037,2026-04-28 21:33:42.078619,2026-04-29 13:33:42.078619,2026-04-29 16:33:42.078619,concluida,153,20945,NF-460713
VIA-000197,VEI-0140,MOT-0061,GEO-0001,GEO-0022,2026-04-28 21:36:21.460624,2026-04-30 22:36:21.460624,,atrasada,2406,30300,NF-390683
VIA-000198,VEI-0076,MOT-0070,GEO-0003,GEO-0024,2026-04-28 21:35:13.529803,2026-04-29 09:35:13.529803,,atrasada,539,11967,NF-154515
VIA-000199,VEI-0036,MOT-0114,GEO-0002,GEO-0028,2026-04-28 21:34:22.663364,2026-04-30 03:34:22.663364,2026-04-30 09:34:22.663364,concluida,562,35044,NF-194713
VIA-000200,VEI-0012,MOT-0120,GEO-0002,GEO-0020,2026-04-28 21:35:45.483771,2026-04-29 21:35:45.483771,,cancelada,548,37931,NF-309835
VIA-000201,VEI-0130,MOT-0120,GEO-0008,GEO-0035,2026-04-28 21:37:41.628910,2026-05-01 13:37:41.628910,,atrasada,1572,8484,NF-725698
VIA-000202,VEI-0034,MOT-0053,GEO-0001,GEO-0024,2026-04-28 21:35:32.957523,2026-04-29 17:35:32.957523,2026-04-29 18:35:32.957523,concluida,2434,15670,NF-779732
VIA-000203,VEI-0146,MOT-0098,GEO-0005,GEO-0002,2026-04-28 21:35:21.581737,2026-05-01 18:35:21.581737,2026-05-01 17:35:21.581737,concluida,1994,11055,NF-411762
VIA-000204,VEI-0007,MOT-0006,GEO-0007,GEO-0038,2026-04-28 21:34:06.040784,2026-04-30 03:34:06.040784,,atrasada,1117,38179,NF-437569
VIA-000205,VEI-0090,MOT-0095,GEO-0003,GEO-0038,2026-04-28 21:39:16.688719,2026-05-01 18:39:16.688719,,cancelada,2446,22811,NF-825790
VIA-000206,VEI-0085,MOT-0056,GEO-0008,GEO-0028,2026-04-28 21:34:22.809180,2026-04-30 01:34:22.809180,2026-04-30 00:34:22.809180,concluida,1465,0,NF-956149
VIA-000207,VEI-0052,MOT-0061,GEO-0005,GEO-0027,2026-04-28 21:38:28.862593,2026-05-01 00:38:28.862593,2026-05-01 05:38:28.862593,concluida,1900,33607,NF-442411
VIA-000208,VEI-0136,MOT-0061,GEO-0002,GEO-0032,2026-04-28 21:36:06.712664,2026-05-01 17:36:06.712664,2026-05-02 00:36:06.712664,concluida,1989,17899,NF-228350
VIA-000209,VEI-0006,MOT-0088,GEO-0004,GEO-0026,2026-04-28 21:38:26.172044,2026-04-30 05:38:26.172044,2026-04-30 11:38:26.172044,concluida,1160,36803,NF-153104
VIA-000210,VEI-0032,MOT-0111,GEO-0005,GEO-0030,2026-04-28 21:35:08.446894,2026-05-01 10:35:08.446894,,em_transito,122,35284,NF-744215
VIA-000211,VEI-0058,MOT-0074,GEO-0003,GEO-0026,2026-04-28 21:34:17.786781,2026-04-30 17:34:17.786781,2026-05-01 01:34:17.786781,concluida,1228,33628,NF-953460
VIA-000212,VEI-0080,MOT-0018,GEO-0003,GEO-0021,2026-04-28 21:39:11.032437,2026-04-29 03:39:11.032437,2026-04-29 06:39:11.032437,concluida,453,11936,NF-463560
VIA-000213,VEI-0123,MOT-0026,GEO-0002,GEO-0029,2026-04-28 21:38:39.354104,2026-04-30 04:38:39.354104,2026-04-30 05:38:39.354104,concluida,1946,2479,NF-628244
VIA-000214,VEI-0121,MOT-0027,GEO-0004,GEO-0007,2026-04-28 21:38:49.066116,2026-04-29 22:38:49.066116,2026-04-30 01:38:49.066116,concluida,1002,2686,NF-851191
VIA-000215,VEI-0106,MOT-0084,GEO-0007,GEO-0008,2026-04-28 21:35:53.747756,2026-04-29 02:35:53.747756,2026-04-29 00:35:53.747756,concluida,1107,22687,NF-905966
VIA-000216,VEI-0108,MOT-0045,GEO-0004,GEO-0033,2026-04-28 21:39:16.589180,2026-05-01 16:39:16.589180,,em_transito,903,38782,NF-251606
VIA-000217,VEI-0013,MOT-0097,GEO-0003,GEO-0025,2026-04-28 21:38:19.519387,2026-04-29 05:38:19.519387,2026-04-29 09:38:19.519387,concluida,1879,10235,NF-254938
VIA-000218,VEI-0034,MOT-0113,GEO-0007,GEO-0031,2026-04-28 21:37:43.120237,2026-04-30 04:37:43.120237,,em_transito,569,9969,NF-848952
VIA-000219,VEI-0085,MOT-0024,GEO-0004,GEO-0021,2026-04-28 21:36:49.013581,2026-05-01 03:36:49.013581,2026-05-01 01:36:49.013581,concluida,1210,6184,NF-571320
VIA-000220,VEI-0028,MOT-0120,GEO-0005,GEO-0032,2026-04-28 21:35:50.282525,2026-04-30 08:35:50.282525,,em_transito,1834,6295,NF-849857
VIA-000221,VEI-0021,MOT-0060,GEO-0005,GEO-0001,2026-04-28 21:39:07.164463,2026-05-01 19:39:07.164463,2026-05-01 18:39:07.164463,concluida,489,25902,NF-582028
VIA-000222,VEI-0129,MOT-0098,GEO-0008,GEO-0025,2026-04-28 21:36:03.914182,2026-05-01 07:36:03.914182,2026-05-01 06:36:03.914182,concluida,159,35040,NF-480895
VIA-000223,VEI-0002,MOT-0085,GEO-0007,GEO-0035,,2026-05-01 01:36:31.252023,,atrasada,709,13717,NF-605118
VIA-000224,VEI-0114,MOT-0011,GEO-0006,GEO-0035,2026-04-28 21:34:06.217036,2026-05-01 19:34:06.217036,2026-05-02 03:34:06.217036,concluida,1688,37038,NF-346359
VIA-000225,VEI-0111,MOT-0011,GEO-0002,GEO-0005,2026-04-28 21:38:19.852617,2026-05-01 11:38:19.852617,2026-05-01 19:38:19.852617,concluida,1908,3905,NF-149340
VIA-000226,VEI-0043,MOT-0007,GEO-0008,GEO-0002,2026-04-28 21:34:28.244136,2026-05-01 00:34:28.244136,2026-05-01 06:34:28.244136,concluida,354,19875,
VIA-000227,VEI-0048,MOT-0105,GEO-0003,GEO-0002,2026-04-28 21:34:20.588826,2026-04-29 16:34:20.588826,,cancelada,344,14835,NF-578925
VIA-000228,VEI-0045,MOT-0089,GEO-0005,GEO-0003,2026-04-28 21:34:38.354797,2026-05-01 20:34:38.354797,2026-05-01 22:34:38.354797,concluida,2312,5840,NF-449942
VIA-000229,VEI-0067,MOT-0048,GEO-0004,GEO-0038,2026-04-28 21:36:55.191365,2026-05-01 15:36:55.191365,,em_transito,1249,12047,NF-486139
VIA-000230,VEI-0068,MOT-0089,GEO-0003,GEO-0022,2026-04-28 21:39:16.095057,2026-04-30 16:39:16.095057,2026-04-30 15:39:16.095057,concluida,2039,0,NF-345550
VIA-000231,VEI-0018,MOT-0066,GEO-0002,GEO-0036,2026-04-28 21:37:21.979682,2026-05-01 15:37:21.979682,2026-05-01 22:37:21.979682,concluida,1089,9327,NF-992239
VIA-000232,VEI-0084,MOT-0059,GEO-0007,GEO-0008,2026-04-28 21:38:15.272910,2026-05-01 16:38:15.272910,2026-05-01 19:38:15.272910,concluida,2059,33214,NF-514326
VIA-000233,VEI-9999,MOT-0040,GEO-0001,GEO-0008,2026-04-28 21:38:30.800368,2026-05-01 01:38:30.800368,2026-05-01 08:38:30.800368,concluida,86,25329,NF-199013
VIA-000234,VEI-0015,MOT-0100,GEO-0001,GEO-0019,2026-04-28 21:39:31.749856,2026-05-01 16:39:31.749856,2026-05-01 14:39:31.749856,concluida,442,7712,NF-892540
VIA-000235,VEI-0003,MOT-0082,GEO-0003,GEO-0028,2026-04-28 21:38:33.276789,2026-05-01 08:38:33.276789,,cancelada,2499,11996,NF-529650
VIA-000236,VEI-0057,MOT-0113,GEO-0006,GEO-0027,2026-04-28 21:34:53.686384,2026-04-30 19:34:53.686384,2026-04-30 21:34:53.686384,concluida,409,13214,NF-249185
VIA-000237,VEI-0062,MOT-0042,GEO-0003,GEO-0030,2026-04-28 21:36:23.065330,2026-04-29 07:36:23.065330,2026-04-29 08:36:23.065330,concluida,1117,30864,NF-885966
VIA-000238,VEI-0035,MOT-0004,GEO-0003,GEO-0025,2026-04-28 21:37:37.589964,2026-04-29 08:37:37.589964,,atrasada,1942,6305,NF-187716
VIA-000239,VEI-0093,MOT-0102,GEO-0008,GEO-0028,2026-04-28 21:33:49.449676,2026-05-01 13:33:49.449676,2026-05-01 15:33:49.449676,concluida,975,22663,NF-543375
VIA-000240,VEI-0109,MOT-0112,GEO-0008,GEO-0028,2026-04-28 21:38:22.545765,2026-04-29 02:38:22.545765,2026-04-29 08:38:22.545765,concluida,1103,17181,NF-536164
VIA-000241,VEI-0149,MOT-0073,GEO-0006,GEO-0029,2026-04-28 21:35:52.537409,2026-04-29 18:35:52.537409,2026-04-29 19:35:52.537409,concluida,657,16522,NF-548040
VIA-000242,VEI-0049,MOT-0084,GEO-0006,GEO-0020,2026-04-28 21:39:16.200120,2026-04-29 07:39:16.200120,2026-04-29 13:39:16.200120,concluida,2321,18908,NF-954182
VIA-000243,VEI-0060,MOT-0116,GEO-0002,GEO-0034,2026-04-28 21:37:25.419331,2026-04-29 11:37:25.419331,2026-04-29 15:37:25.419331,concluida,2375,11309,NF-645917
VIA-000244,VEI-0035,MOT-0010,GEO-0002,GEO-0020,2026-04-28 21:34:28.325764,2026-04-30 01:34:28.325764,2026-04-30 04:34:28.325764,concluida,294,11324,NF-309108
VIA-000245,VEI-0136,MOT-0045,GEO-0005,GEO-0038,2026-04-28 21:34:16.680866,2026-04-29 22:34:16.680866,2026-04-30 05:34:16.680866,concluida,2490,26837,NF-323961
VIA-000246,VEI-0144,MOT-0076,GEO-0003,GEO-0019,2026-04-28 21:34:30.265887,2026-05-01 18:34:30.265887,2026-05-01 21:34:30.265887,concluida,1630,28852,NF-548496
VIA-000247,VEI-0137,MOT-0059,GEO-0003,GEO-0027,2026-04-28 21:33:46.558372,2026-04-30 23:33:46.558372,2026-04-30 22:33:46.558372,concluida,1633,20385,NF-821717
VIA-000248,VEI-0079,MOT-0113,GEO-0003,GEO-0031,2026-04-28 21:34:36.235117,2026-04-30 00:34:36.235117,2026-04-30 05:34:36.235117,concluida,957,39848,NF-751045
VIA-000249,VEI-0078,MOT-0057,GEO-0008,GEO-0035,2026-04-28 21:39:15.892262,2026-04-29 11:39:15.892262,2026-04-29 15:39:15.892262,concluida,1721,6637,NF-808030
VIA-000250,VEI-0094,MOT-0105,GEO-0005,GEO-0031,2026-04-28 21:38:50.446259,2026-04-30 06:38:50.446259,,em_transito,853,37130,NF-194764
VIA-000251,VEI-0081,MOT-0071,GEO-0002,GEO-0005,2026-04-28 21:36:30.655025,2026-04-29 09:36:30.655025,,atrasada,2263,21168,NF-184155
VIA-000252,VEI-0055,MOT-0043,GEO-0002,GEO-0027,2026-04-28 21:37:59.495142,2026-04-30 12:37:59.495142,2026-04-30 17:37:59.495142,concluida,1767,7942,NF-861355
VIA-000253,VEI-0130,MOT-0021,GEO-0002,GEO-0030,2026-04-28 21:34:38.677838,2026-04-29 14:34:38.677838,2026-04-29 20:34:38.677838,concluida,1110,27749,NF-755579
VIA-000254,VEI-0024,MOT-0001,GEO-0008,GEO-0007,2026-04-28 21:37:34.495125,2026-04-29 10:37:34.495125,,em_transito,1996,19083,NF-674902
VIA-000255,VEI-0112,MOT-0008,GEO-0005,GEO-0035,2026-04-28 21:37:30.684126,2026-04-29 19:37:30.684126,2026-04-30 02:37:30.684126,concluida,785,26568,NF-594335
VIA-000256,VEI-0061,MOT-0088,GEO-0002,GEO-0028,2026-04-28 21:35:36.478016,2026-04-29 05:35:36.478016,,em_transito,311,39826,NF-700768
VIA-000257,VEI-0092,MOT-0079,GEO-0008,GEO-0021,2026-04-28 21:34:16.314159,2026-05-01 09:34:16.314159,,em_transito,2150,31709,NF-818128
VIA-000258,VEI-0034,MOT-0073,GEO-0008,GEO-0002,2026-04-28 21:39:27.316773,2026-05-01 06:39:27.316773,,atrasada,1343,25308,NF-403492
VIA-000259,VEI-0059,MOT-0096,GEO-0005,GEO-0020,2026-04-28 21:36:37.006823,2026-04-29 15:36:37.006823,2026-04-29 18:36:37.006823,concluida,1657,8228,NF-819655
VIA-000260,VEI-0145,MOT-0113,GEO-0005,GEO-0032,2026-04-28 21:37:36.773488,2026-04-29 13:37:36.773488,,atrasada,316,29682,NF-571077
VIA-000261,VEI-0077,MOT-0111,GEO-0003,GEO-0024,2026-04-28 21:37:57.686450,2026-05-01 00:37:57.686450,2026-05-01 08:37:57.686450,concluida,1009,5376,NF-296885
VIA-000262,VEI-0080,MOT-0031,GEO-0004,GEO-0005,2026-04-28 21:34:20.968166,2026-04-29 10:34:20.968166,2026-04-29 15:34:20.968166,concluida,114,15876,NF-605266
VIA-000263,VEI-0117,MOT-0059,GEO-0001,GEO-0026,2026-04-28 21:35:33.722415,2026-05-01 16:35:33.722415,2026-05-01 22:35:33.722415,concluida,2422,11060,NF-908710
VIA-000264,VEI-0124,MOT-0061,GEO-0008,GEO-0004,2026-04-28 21:38:06.689767,2026-05-01 17:38:06.689767,2026-05-01 17:38:06.689767,concluida,1864,20762,NF-495401
VIA-000265,VEI-0128,MOT-9999,GEO-0004,GEO-0032,2026-04-28 21:33:53.768183,2026-04-29 22:33:53.768183,,atrasada,139,31889,NF-789609
VIA-000266,VEI-0006,MOT-0094,GEO-0007,GEO-0038,2026-04-28 21:39:26.737209,2026-04-29 19:39:26.737209,2026-04-30 03:39:26.737209,concluida,710,17200,NF-651239
VIA-000267,VEI-0128,MOT-0116,GEO-0004,GEO-0035,2026-04-28 21:36:24.152861,2026-04-30 19:36:24.152861,,em_transito,1614,20208,NF-751786
VIA-000268,VEI-0007,MOT-0023,GEO-0007,GEO-0006,2026-04-28 21:36:17.553594,2026-05-01 18:36:17.553594,,cancelada,435,22969,NF-922128
VIA-000269,VEI-0071,MOT-0079,GEO-0001,GEO-0022,2026-04-28 21:38:38.613622,2026-04-30 10:38:38.613622,,atrasada,657,5655,NF-632320
VIA-000270,VEI-0114,MOT-0031,GEO-0002,GEO-0019,2026-04-28 21:39:04.897328,2026-04-29 20:39:04.897328,2026-04-29 20:39:04.897328,concluida,1671,12002,NF-264704
VIA-000271,VEI-0119,MOT-0056,GEO-0007,GEO-0020,2026-04-28 21:36:34.184266,2026-04-30 17:36:34.184266,,em_transito,589,10282,NF-916414
VIA-000272,VEI-0098,MOT-0014,GEO-0004,GEO-0002,2026-04-28 21:39:28.616227,2026-05-01 08:39:28.616227,,atrasada,1292,4191,NF-401623
VIA-000273,VEI-0006,MOT-0076,GEO-0006,GEO-0004,2026-04-28 21:34:29.716809,2026-05-01 06:34:29.716809,,em_transito,636,33973,NF-868777
VIA-000274,VEI-0057,MOT-0043,GEO-0007,GEO-0001,2026-04-28 21:37:12.735834,2026-04-30 20:37:12.735834,2026-05-01 04:37:12.735834,concluida,2030,3549,NF-749272
VIA-000275,VEI-0053,MOT-0119,GEO-0005,GEO-0007,2026-04-28 21:35:15.015682,2026-05-01 00:35:15.015682,2026-05-01 04:35:15.015682,concluida,2239,13105,NF-899031
VIA-000276,VEI-0111,MOT-0114,GEO-0006,GEO-0007,2026-04-28 21:35:03.044887,2026-04-29 19:35:03.044887,,cancelada,1322,21512,NF-494253
VIA-000277,VEI-0094,MOT-0113,GEO-0008,GEO-0007,2026-04-28 21:39:28.761455,2026-04-30 15:39:28.761455,2026-04-30 15:39:28.761455,concluida,164,23442,NF-928888
VIA-000278,VEI-0029,MOT-0055,GEO-0005,GEO-0004,2026-04-28 21:33:55.741950,2026-04-29 22:33:55.741950,2026-04-30 04:33:55.741950,concluida,1363,20183,NF-927841
VIA-000279,VEI-0083,MOT-0040,GEO-0008,GEO-0003,2026-04-28 21:38:48.612744,2026-04-30 18:38:48.612744,2026-04-30 19:38:48.612744,concluida,1239,21347,NF-581276
VIA-000280,VEI-0059,MOT-0061,GEO-0007,GEO-0030,2026-04-28 21:35:26.217253,2026-04-30 21:35:26.217253,2026-04-30 21:35:26.217253,concluida,1895,4392,NF-118518
VIA-000281,VEI-0144,MOT-0097,GEO-0006,GEO-0025,2026-04-28 21:34:15.682100,2026-05-01 00:34:15.682100,2026-04-30 22:34:15.682100,concluida,116,39911,NF-410413
VIA-000282,VEI-0089,MOT-0101,GEO-0008,GEO-0020,2026-04-28 21:39:24.305958,2026-04-29 13:39:24.305958,2026-04-29 17:39:24.305958,concluida,140,822,NF-436451
VIA-000283,VEI-0031,MOT-0072,GEO-0007,GEO-0004,2026-04-28 21:37:06.382882,2026-05-01 02:37:06.382882,,atrasada,667,28515,NF-623877
VIA-000284,VEI-0081,MOT-0066,GEO-0001,GEO-0033,2026-04-28 21:37:09.770513,2026-04-29 14:37:09.770513,,em_transito,1903,26117,NF-259753
VIA-000285,VEI-0089,MOT-0047,GEO-0007,GEO-0022,2026-04-28 21:34:57.304479,2026-04-29 23:34:57.304479,,cancelada,600,29361,NF-188846
VIA-000286,VEI-0090,MOT-0058,GEO-0004,GEO-0008,2026-04-28 21:35:24.932100,2026-04-29 10:35:24.932100,2026-04-29 14:35:24.932100,concluida,265,4117,NF-644918
VIA-000287,VEI-0132,MOT-0001,GEO-0005,GEO-0001,2026-04-28 21:34:40.031047,2026-04-29 22:34:40.031047,2026-04-29 21:34:40.031047,concluida,441,11209,NF-953412
VIA-000288,VEI-0017,MOT-0034,GEO-0005,GEO-0003,2026-04-28 21:34:35.916072,2026-05-01 13:34:35.916072,2026-05-01 14:34:35.916072,concluida,2082,32588,NF-791686
VIA-000289,VEI-0014,MOT-0055,GEO-0008,GEO-0031,2026-04-28 21:34:33.363844,2026-05-01 06:34:33.363844,2026-05-01 10:34:33.363844,concluida,1632,31635,NF-308560
VIA-000290,VEI-0137,MOT-0113,GEO-0002,GEO-0026,2026-04-28 21:36:49.425252,2026-05-01 10:36:49.425252,,atrasada,1917,2596,NF-192928
VIA-000291,VEI-0092,MOT-0043,GEO-0005,GEO-0029,2026-04-28 21:37:34.712151,2026-04-30 07:37:34.712151,2026-04-30 12:37:34.712151,concluida,1478,33735,NF-186933
VIA-000292,VEI-0123,MOT-0103,GEO-0007,GEO-0003,2026-04-28 21:38:17.096316,2026-04-30 05:38:17.096316,2026-04-30 05:38:17.096316,concluida,1672,13090,NF-574529
VIA-000293,VEI-0048,MOT-0082,GEO-0002,GEO-0026,2026-04-28 21:36:22.609188,2026-04-29 13:36:22.609188,,em_transito,1315,4322,NF-186750
VIA-000294,VEI-0097,MOT-0015,GEO-0003,GEO-0035,2026-04-28 21:35:52.586070,2026-05-01 03:35:52.586070,2026-05-01 02:35:52.586070,concluida,1288,20065,NF-356578
VIA-000295,VEI-0048,MOT-0007,GEO-0005,GEO-0020,2026-04-28 21:39:33.676171,2026-05-01 07:39:33.676171,2026-05-01 14:39:33.676171,concluida,1666,13852,NF-717912
VIA-000296,VEI-0071,MOT-0031,GEO-0002,GEO-0028,2026-04-28 21:34:38.888969,2026-05-01 18:34:38.888969,2026-05-01 17:34:38.888969,concluida,978,35074,NF-883493
VIA-000297,VEI-0109,MOT-0005,GEO-0005,GEO-0028,2026-04-28 21:35:46.417922,2026-05-01 06:35:46.417922,2026-05-01 12:35:46.417922,concluida,859,37113,NF-512926
